index;type;minority_decision;majority_decision
753;BORDERLINE;4=>5;4=>5
754;BORDERLINE;4=>5;4=>5
243;BORDERLINE;4=>5;4=>5
244;BORDERLINE;4=>5;4=>5
501;BORDERLINE;4=>5;4=>5
759;BORDERLINE;4=>5;4=>5
250;BORDERLINE;4=>5;4=>5
762;BORDERLINE;4=>5;4=>5
251;BORDERLINE;4=>5;4=>5
766;BORDERLINE;4=>5;4=>5
511;BORDERLINE;4=>5;4=>5
767;BORDERLINE;4=>5;4=>5
769;RARE;4=>5;4=>4
770;BORDERLINE;4=>5;4=>4
6;SAFE;4=>5;4=>4
263;RARE;4=>5;4=>4
521;BORDERLINE;4=>5;4=>4
14;BORDERLINE;4=>5;4=>4
16;BORDERLINE;4=>5;4=>4
274;SAFE;4=>5;4=>4
275;BORDERLINE;4=>5;4=>4
277;BORDERLINE;4=>5;4=>4
279;BORDERLINE;4=>5;4=>4
796;BORDERLINE;4=>5;4=>4
31;BORDERLINE;4=>5;4=>4
799;RARE;4=>5;4=>4
292;BORDERLINE;4=>5;4=>4
293;BORDERLINE;4=>5;4=>4
808;BORDERLINE;4=>5;4=>4
557;BORDERLINE;4=>5;4=>4
46;BORDERLINE;4=>5;4=>4
817;BORDERLINE;4=>5;4=>4
818;BORDERLINE;4=>5;4=>4
52;BORDERLINE;4=>5;4=>4
564;BORDERLINE;4=>5;4=>4
309;RARE;4=>5;4=>4
565;SAFE;4=>5;4=>4
823;BORDERLINE;4=>5;4=>4
824;BORDERLINE;4=>5;4=>4
59;SAFE;4=>5;4=>4
317;BORDERLINE;4=>5;4=>4
574;SAFE;4=>5;4=>4
830;BORDERLINE;4=>5;4=>4
319;BORDERLINE;4=>5;4=>4
576;BORDERLINE;4=>5;4=>4
836;BORDERLINE;4=>5;4=>4
69;BORDERLINE;4=>5;4=>4
326;SAFE;4=>5;4=>4
585;BORDERLINE;4=>5;4=>4
74;BORDERLINE;4=>5;4=>4
588;BORDERLINE;4=>5;4=>4
80;BORDERLINE;4=>5;4=>4
848;RARE;4=>5;4=>4
596;BORDERLINE;4=>5;4=>4
341;BORDERLINE;4=>5;4=>4
598;SAFE;4=>5;4=>4
857;RARE;4=>5;4=>4
604;RARE;4=>5;4=>4
94;SAFE;4=>5;4=>4
608;SAFE;4=>5;4=>4
865;RARE;4=>5;4=>4
99;BORDERLINE;4=>5;4=>4
355;RARE;4=>5;4=>4
867;RARE;4=>5;4=>4
356;BORDERLINE;4=>5;4=>4
357;RARE;4=>5;4=>4
358;OUTLIER;4=>5;4=>4
876;BORDERLINE;4=>5;4=>4
367;RARE;4=>5;4=>4
626;BORDERLINE;4=>5;4=>4
117;RARE;4=>5;4=>4
630;BORDERLINE;4=>5;4=>4
886;OUTLIER;4=>5;4=>4
120;BORDERLINE;4=>5;4=>4
378;BORDERLINE;4=>5;4=>4
637;BORDERLINE;4=>5;4=>4
383;BORDERLINE;4=>5;4=>4
641;BORDERLINE;4=>5;4=>4
131;BORDERLINE;4=>5;4=>4
899;RARE;4=>5;4=>4
388;RARE;4=>5;4=>4
389;BORDERLINE;4=>5;4=>4
646;SAFE;4=>5;4=>4
903;BORDERLINE;4=>5;4=>4
137;BORDERLINE;4=>5;4=>4
138;BORDERLINE;4=>5;4=>4
394;RARE;4=>5;4=>4
395;OUTLIER;4=>5;4=>4
909;BORDERLINE;4=>5;4=>4
911;BORDERLINE;4=>5;4=>4
400;BORDERLINE;4=>5;4=>4
912;BORDERLINE;4=>5;4=>4
148;BORDERLINE;4=>5;4=>4
918;RARE;4=>5;4=>4
151;RARE;4=>5;4=>4
664;BORDERLINE;4=>5;4=>4
409;BORDERLINE;4=>5;4=>4
666;BORDERLINE;4=>5;4=>4
922;BORDERLINE;4=>5;4=>4
156;SAFE;4=>5;4=>4
157;BORDERLINE;4=>5;4=>4
670;BORDERLINE;4=>5;4=>4
159;BORDERLINE;4=>5;4=>4
415;BORDERLINE;4=>5;4=>4
416;BORDERLINE;4=>5;4=>4
672;BORDERLINE;4=>5;4=>4
164;RARE;4=>5;4=>4
420;BORDERLINE;4=>5;4=>4
425;BORDERLINE;4=>5;4=>4
428;SAFE;4=>5;4=>4
940;BORDERLINE;4=>5;4=>4
430;BORDERLINE;4=>5;4=>4
945;BORDERLINE;4=>5;4=>4
691;BORDERLINE;4=>5;4=>4
692;BORDERLINE;4=>5;4=>4
693;BORDERLINE;4=>5;4=>4
950;BORDERLINE;4=>5;4=>4
695;BORDERLINE;4=>5;4=>4
696;BORDERLINE;4=>5;4=>4
697;BORDERLINE;4=>5;4=>4
953;SAFE;4=>5;4=>4
186;RARE;4=>5;4=>4
187;BORDERLINE;4=>5;4=>4
189;SAFE;4=>5;4=>4
701;RARE;4=>5;4=>4
190;BORDERLINE;4=>5;4=>4
705;BORDERLINE;4=>5;4=>4
450;BORDERLINE;4=>5;4=>4
706;RARE;4=>5;4=>4
708;BORDERLINE;4=>5;4=>4
710;BORDERLINE;4=>5;4=>4
966;BORDERLINE;4=>5;4=>4
967;RARE;4=>5;4=>4
458;BORDERLINE;4=>5;4=>4
715;BORDERLINE;4=>5;4=>4
204;BORDERLINE;4=>5;4=>4
461;BORDERLINE;4=>5;4=>4
207;BORDERLINE;4=>5;4=>4
719;BORDERLINE;4=>5;4=>4
720;SAFE;4=>5;4=>4
722;BORDERLINE;4=>5;4=>4
467;BORDERLINE;4=>5;4=>4
987;SAFE;4=>5;4=>4
220;SAFE;4=>5;4=>4
735;BORDERLINE;4=>5;4=>4
480;BORDERLINE;4=>5;4=>4
481;BORDERLINE;4=>5;4=>4
482;BORDERLINE;4=>5;4=>4
227;RARE;4=>5;4=>4
740;BORDERLINE;4=>5;4=>4
485;BORDERLINE;4=>5;4=>4
486;RARE;4=>5;4=>4
742;SAFE;4=>5;4=>4
490;BORDERLINE;4=>5;4=>4
747;SAFE;4=>5;4=>4
748;BORDERLINE;4=>5;4=>4
495;BORDERLINE;4=>5;4=>4
240;BORDERLINE;4=>5;4=>4
753;RARE;4=>5;4=>4
754;BORDERLINE;4=>5;4=>4
243;BORDERLINE;4=>5;4=>4
244;SAFE;4=>5;4=>4
501;BORDERLINE;4=>5;4=>4
759;RARE;4=>5;4=>4
250;BORDERLINE;4=>5;4=>4
762;SAFE;4=>5;4=>4
251;BORDERLINE;4=>5;4=>4
766;SAFE;4=>5;4=>4
511;SAFE;4=>5;4=>4
767;BORDERLINE;4=>5;4=>4
0;BORDERLINE;4=>4;4=>6
257;BORDERLINE;4=>4;4=>6
4;SAFE;4=>4;4=>6
772;BORDERLINE;4=>4;4=>6
773;SAFE;4=>4;4=>6
519;BORDERLINE;4=>4;4=>6
520;BORDERLINE;4=>4;4=>6
522;RARE;4=>4;4=>6
523;SAFE;4=>4;4=>6
269;BORDERLINE;4=>4;4=>6
526;SAFE;4=>4;4=>6
15;SAFE;4=>4;4=>6
528;BORDERLINE;4=>4;4=>6
786;SAFE;4=>4;4=>6
276;BORDERLINE;4=>4;4=>6
788;BORDERLINE;4=>4;4=>6
278;BORDERLINE;4=>4;4=>6
24;OUTLIER;4=>4;4=>6
792;BORDERLINE;4=>4;4=>6
26;BORDERLINE;4=>4;4=>6
538;SAFE;4=>4;4=>6
539;BORDERLINE;4=>4;4=>6
29;SAFE;4=>4;4=>6
798;BORDERLINE;4=>4;4=>6
543;BORDERLINE;4=>4;4=>6
289;SAFE;4=>4;4=>6
545;BORDERLINE;4=>4;4=>6
34;SAFE;4=>4;4=>6
802;BORDERLINE;4=>4;4=>6
291;SAFE;4=>4;4=>6
548;BORDERLINE;4=>4;4=>6
37;BORDERLINE;4=>4;4=>6
294;BORDERLINE;4=>4;4=>6
550;BORDERLINE;4=>4;4=>6
39;BORDERLINE;4=>4;4=>6
295;BORDERLINE;4=>4;4=>6
551;BORDERLINE;4=>4;4=>6
552;BORDERLINE;4=>4;4=>6
297;BORDERLINE;4=>4;4=>6
554;SAFE;4=>4;4=>6
810;BORDERLINE;4=>4;4=>6
299;BORDERLINE;4=>4;4=>6
811;BORDERLINE;4=>4;4=>6
556;BORDERLINE;4=>4;4=>6
813;BORDERLINE;4=>4;4=>6
302;BORDERLINE;4=>4;4=>6
559;BORDERLINE;4=>4;4=>6
815;SAFE;4=>4;4=>6
816;BORDERLINE;4=>4;4=>6
562;SAFE;4=>4;4=>6
307;SAFE;4=>4;4=>6
308;BORDERLINE;4=>4;4=>6
821;SAFE;4=>4;4=>6
310;BORDERLINE;4=>4;4=>6
822;SAFE;4=>4;4=>6
575;BORDERLINE;4=>4;4=>6
831;SAFE;4=>4;4=>6
577;SAFE;4=>4;4=>6
66;SAFE;4=>4;4=>6
327;SAFE;4=>4;4=>6
840;SAFE;4=>4;4=>6
73;SAFE;4=>4;4=>6
842;BORDERLINE;4=>4;4=>6
843;SAFE;4=>4;4=>6
79;SAFE;4=>4;4=>6
592;SAFE;4=>4;4=>6
339;BORDERLINE;4=>4;4=>6
851;SAFE;4=>4;4=>6
85;BORDERLINE;4=>4;4=>6
853;BORDERLINE;4=>4;4=>6
342;BORDERLINE;4=>4;4=>6
88;SAFE;4=>4;4=>6
601;BORDERLINE;4=>4;4=>6
347;SAFE;4=>4;4=>6
861;BORDERLINE;4=>4;4=>6
350;BORDERLINE;4=>4;4=>6
606;SAFE;4=>4;4=>6
95;BORDERLINE;4=>4;4=>6
96;BORDERLINE;4=>4;4=>6
98;BORDERLINE;4=>4;4=>6
866;BORDERLINE;4=>4;4=>6
612;SAFE;4=>4;4=>6
613;SAFE;4=>4;4=>6
871;BORDERLINE;4=>4;4=>6
104;BORDERLINE;4=>4;4=>6
617;SAFE;4=>4;4=>6
873;SAFE;4=>4;4=>6
110;SAFE;4=>4;4=>6
369;BORDERLINE;4=>4;4=>6
625;SAFE;4=>4;4=>6
881;SAFE;4=>4;4=>6
115;BORDERLINE;4=>4;4=>6
119;BORDERLINE;4=>4;4=>6
375;BORDERLINE;4=>4;4=>6
888;SAFE;4=>4;4=>6
633;BORDERLINE;4=>4;4=>6
890;BORDERLINE;4=>4;4=>6
384;SAFE;4=>4;4=>6
129;SAFE;4=>4;4=>6
130;BORDERLINE;4=>4;4=>6
386;SAFE;4=>4;4=>6
132;BORDERLINE;4=>4;4=>6
900;BORDERLINE;4=>4;4=>6
645;SAFE;4=>4;4=>6
901;BORDERLINE;4=>4;4=>6
134;BORDERLINE;4=>4;4=>6
910;SAFE;4=>4;4=>6
143;BORDERLINE;4=>4;4=>6
913;BORDERLINE;4=>4;4=>6
402;SAFE;4=>4;4=>6
914;RARE;4=>4;4=>6
147;BORDERLINE;4=>4;4=>6
149;BORDERLINE;4=>4;4=>6
405;SAFE;4=>4;4=>6
150;BORDERLINE;4=>4;4=>6
407;SAFE;4=>4;4=>6
152;SAFE;4=>4;4=>6
923;SAFE;4=>4;4=>6
412;BORDERLINE;4=>4;4=>6
928;BORDERLINE;4=>4;4=>6
161;RARE;4=>4;4=>6
163;BORDERLINE;4=>4;4=>6
935;BORDERLINE;4=>4;4=>6
424;BORDERLINE;4=>4;4=>6
937;BORDERLINE;4=>4;4=>6
170;SAFE;4=>4;4=>6
426;BORDERLINE;4=>4;4=>6
938;SAFE;4=>4;4=>6
687;SAFE;4=>4;4=>6
944;RARE;4=>4;4=>6
177;BORDERLINE;4=>4;4=>6
179;BORDERLINE;4=>4;4=>6
947;BORDERLINE;4=>4;4=>6
949;BORDERLINE;4=>4;4=>6
438;BORDERLINE;4=>4;4=>6
952;BORDERLINE;4=>4;4=>6
698;SAFE;4=>4;4=>6
955;SAFE;4=>4;4=>6
956;SAFE;4=>4;4=>6
959;SAFE;4=>4;4=>6
195;BORDERLINE;4=>4;4=>6
453;SAFE;4=>4;4=>6
965;RARE;4=>4;4=>6
198;BORDERLINE;4=>4;4=>6
455;SAFE;4=>4;4=>6
711;OUTLIER;4=>4;4=>6
969;SAFE;4=>4;4=>6
460;SAFE;4=>4;4=>6
974;SAFE;4=>4;4=>6
463;RARE;4=>4;4=>6
464;SAFE;4=>4;4=>6
724;BORDERLINE;4=>4;4=>6
725;BORDERLINE;4=>4;4=>6
470;SAFE;4=>4;4=>6
982;SAFE;4=>4;4=>6
727;SAFE;4=>4;4=>6
728;BORDERLINE;4=>4;4=>6
474;BORDERLINE;4=>4;4=>6
731;BORDERLINE;4=>4;4=>6
221;SAFE;4=>4;4=>6
229;BORDERLINE;4=>4;4=>6
230;BORDERLINE;4=>4;4=>6
743;SAFE;4=>4;4=>6
232;BORDERLINE;4=>4;4=>6
488;SAFE;4=>4;4=>6
238;BORDERLINE;4=>4;4=>6
755;SAFE;4=>4;4=>6
246;BORDERLINE;4=>4;4=>6
247;BORDERLINE;4=>4;4=>6
503;SAFE;4=>4;4=>6
763;SAFE;4=>4;4=>6
253;BORDERLINE;4=>4;4=>6
0;BORDERLINE;4=>4;4=>3
257;BORDERLINE;4=>4;4=>3
4;BORDERLINE;4=>4;4=>3
772;BORDERLINE;4=>4;4=>3
773;BORDERLINE;4=>4;4=>3
519;SAFE;4=>4;4=>3
520;BORDERLINE;4=>4;4=>3
522;BORDERLINE;4=>4;4=>3
523;BORDERLINE;4=>4;4=>3
269;BORDERLINE;4=>4;4=>3
526;SAFE;4=>4;4=>3
15;BORDERLINE;4=>4;4=>3
528;RARE;4=>4;4=>3
786;BORDERLINE;4=>4;4=>3
276;SAFE;4=>4;4=>3
788;BORDERLINE;4=>4;4=>3
278;BORDERLINE;4=>4;4=>3
24;OUTLIER;4=>4;4=>3
792;BORDERLINE;4=>4;4=>3
26;RARE;4=>4;4=>3
538;BORDERLINE;4=>4;4=>3
539;BORDERLINE;4=>4;4=>3
29;BORDERLINE;4=>4;4=>3
798;BORDERLINE;4=>4;4=>3
543;BORDERLINE;4=>4;4=>3
289;BORDERLINE;4=>4;4=>3
545;BORDERLINE;4=>4;4=>3
34;RARE;4=>4;4=>3
802;BORDERLINE;4=>4;4=>3
291;BORDERLINE;4=>4;4=>3
548;SAFE;4=>4;4=>3
37;RARE;4=>4;4=>3
294;BORDERLINE;4=>4;4=>3
550;SAFE;4=>4;4=>3
39;BORDERLINE;4=>4;4=>3
295;SAFE;4=>4;4=>3
551;BORDERLINE;4=>4;4=>3
552;BORDERLINE;4=>4;4=>3
297;BORDERLINE;4=>4;4=>3
554;BORDERLINE;4=>4;4=>3
810;BORDERLINE;4=>4;4=>3
299;BORDERLINE;4=>4;4=>3
811;SAFE;4=>4;4=>3
556;RARE;4=>4;4=>3
813;BORDERLINE;4=>4;4=>3
302;BORDERLINE;4=>4;4=>3
559;RARE;4=>4;4=>3
815;BORDERLINE;4=>4;4=>3
816;BORDERLINE;4=>4;4=>3
562;BORDERLINE;4=>4;4=>3
307;BORDERLINE;4=>4;4=>3
308;BORDERLINE;4=>4;4=>3
821;BORDERLINE;4=>4;4=>3
310;SAFE;4=>4;4=>3
822;BORDERLINE;4=>4;4=>3
575;SAFE;4=>4;4=>3
831;SAFE;4=>4;4=>3
577;BORDERLINE;4=>4;4=>3
66;BORDERLINE;4=>4;4=>3
327;BORDERLINE;4=>4;4=>3
840;BORDERLINE;4=>4;4=>3
73;BORDERLINE;4=>4;4=>3
842;BORDERLINE;4=>4;4=>3
843;BORDERLINE;4=>4;4=>3
79;BORDERLINE;4=>4;4=>3
592;BORDERLINE;4=>4;4=>3
339;SAFE;4=>4;4=>3
851;BORDERLINE;4=>4;4=>3
85;BORDERLINE;4=>4;4=>3
853;RARE;4=>4;4=>3
342;RARE;4=>4;4=>3
88;SAFE;4=>4;4=>3
601;BORDERLINE;4=>4;4=>3
347;BORDERLINE;4=>4;4=>3
861;BORDERLINE;4=>4;4=>3
350;BORDERLINE;4=>4;4=>3
606;BORDERLINE;4=>4;4=>3
95;RARE;4=>4;4=>3
96;BORDERLINE;4=>4;4=>3
98;BORDERLINE;4=>4;4=>3
866;BORDERLINE;4=>4;4=>3
612;BORDERLINE;4=>4;4=>3
613;BORDERLINE;4=>4;4=>3
871;BORDERLINE;4=>4;4=>3
104;BORDERLINE;4=>4;4=>3
617;BORDERLINE;4=>4;4=>3
873;BORDERLINE;4=>4;4=>3
110;BORDERLINE;4=>4;4=>3
369;RARE;4=>4;4=>3
625;SAFE;4=>4;4=>3
881;BORDERLINE;4=>4;4=>3
115;BORDERLINE;4=>4;4=>3
119;BORDERLINE;4=>4;4=>3
375;SAFE;4=>4;4=>3
888;BORDERLINE;4=>4;4=>3
633;BORDERLINE;4=>4;4=>3
890;RARE;4=>4;4=>3
384;BORDERLINE;4=>4;4=>3
129;SAFE;4=>4;4=>3
130;BORDERLINE;4=>4;4=>3
386;BORDERLINE;4=>4;4=>3
132;BORDERLINE;4=>4;4=>3
900;BORDERLINE;4=>4;4=>3
645;BORDERLINE;4=>4;4=>3
901;BORDERLINE;4=>4;4=>3
134;RARE;4=>4;4=>3
910;BORDERLINE;4=>4;4=>3
143;BORDERLINE;4=>4;4=>3
913;BORDERLINE;4=>4;4=>3
402;SAFE;4=>4;4=>3
914;BORDERLINE;4=>4;4=>3
147;BORDERLINE;4=>4;4=>3
149;SAFE;4=>4;4=>3
405;RARE;4=>4;4=>3
150;BORDERLINE;4=>4;4=>3
407;BORDERLINE;4=>4;4=>3
152;BORDERLINE;4=>4;4=>3
923;BORDERLINE;4=>4;4=>3
412;BORDERLINE;4=>4;4=>3
928;RARE;4=>4;4=>3
161;BORDERLINE;4=>4;4=>3
163;BORDERLINE;4=>4;4=>3
935;BORDERLINE;4=>4;4=>3
424;BORDERLINE;4=>4;4=>3
937;BORDERLINE;4=>4;4=>3
170;BORDERLINE;4=>4;4=>3
426;RARE;4=>4;4=>3
938;BORDERLINE;4=>4;4=>3
687;BORDERLINE;4=>4;4=>3
944;RARE;4=>4;4=>3
177;BORDERLINE;4=>4;4=>3
179;BORDERLINE;4=>4;4=>3
947;RARE;4=>4;4=>3
949;RARE;4=>4;4=>3
438;BORDERLINE;4=>4;4=>3
952;BORDERLINE;4=>4;4=>3
698;BORDERLINE;4=>4;4=>3
955;BORDERLINE;4=>4;4=>3
956;SAFE;4=>4;4=>3
959;SAFE;4=>4;4=>3
195;BORDERLINE;4=>4;4=>3
453;BORDERLINE;4=>4;4=>3
965;BORDERLINE;4=>4;4=>3
198;BORDERLINE;4=>4;4=>3
455;BORDERLINE;4=>4;4=>3
711;OUTLIER;4=>4;4=>3
969;BORDERLINE;4=>4;4=>3
460;BORDERLINE;4=>4;4=>3
974;BORDERLINE;4=>4;4=>3
463;RARE;4=>4;4=>3
464;BORDERLINE;4=>4;4=>3
724;SAFE;4=>4;4=>3
725;BORDERLINE;4=>4;4=>3
470;BORDERLINE;4=>4;4=>3
982;SAFE;4=>4;4=>3
727;BORDERLINE;4=>4;4=>3
728;RARE;4=>4;4=>3
474;BORDERLINE;4=>4;4=>3
731;BORDERLINE;4=>4;4=>3
221;SAFE;4=>4;4=>3
229;BORDERLINE;4=>4;4=>3
230;BORDERLINE;4=>4;4=>3
743;BORDERLINE;4=>4;4=>3
232;SAFE;4=>4;4=>3
488;BORDERLINE;4=>4;4=>3
238;SAFE;4=>4;4=>3
755;BORDERLINE;4=>4;4=>3
246;BORDERLINE;4=>4;4=>3
247;BORDERLINE;4=>4;4=>3
503;SAFE;4=>4;4=>3
763;BORDERLINE;4=>4;4=>3
253;RARE;4=>4;4=>3
256;SAFE;4=>3;4=>7
513;SAFE;4=>3;4=>7
514;BORDERLINE;4=>3;4=>7
259;SAFE;4=>3;4=>7
515;BORDERLINE;4=>3;4=>7
517;SAFE;4=>3;4=>7
7;SAFE;4=>3;4=>7
8;SAFE;4=>3;4=>7
265;SAFE;4=>3;4=>7
780;SAFE;4=>3;4=>7
781;SAFE;4=>3;4=>7
527;BORDERLINE;4=>3;4=>7
272;RARE;4=>3;4=>7
17;SAFE;4=>3;4=>7
785;BORDERLINE;4=>3;4=>7
19;SAFE;4=>3;4=>7
531;SAFE;4=>3;4=>7
787;SAFE;4=>3;4=>7
532;BORDERLINE;4=>3;4=>7
789;BORDERLINE;4=>3;4=>7
534;BORDERLINE;4=>3;4=>7
790;BORDERLINE;4=>3;4=>7
794;SAFE;4=>3;4=>7
283;SAFE;4=>3;4=>7
284;OUTLIER;4=>3;4=>7
285;BORDERLINE;4=>3;4=>7
541;BORDERLINE;4=>3;4=>7
544;RARE;4=>3;4=>7
800;SAFE;4=>3;4=>7
35;BORDERLINE;4=>3;4=>7
36;SAFE;4=>3;4=>7
296;SAFE;4=>3;4=>7
42;SAFE;4=>3;4=>7
44;SAFE;4=>3;4=>7
301;SAFE;4=>3;4=>7
47;BORDERLINE;4=>3;4=>7
49;BORDERLINE;4=>3;4=>7
50;BORDERLINE;4=>3;4=>7
306;BORDERLINE;4=>3;4=>7
53;SAFE;4=>3;4=>7
54;SAFE;4=>3;4=>7
566;SAFE;4=>3;4=>7
56;SAFE;4=>3;4=>7
825;SAFE;4=>3;4=>7
570;BORDERLINE;4=>3;4=>7
832;SAFE;4=>3;4=>7
65;SAFE;4=>3;4=>7
322;BORDERLINE;4=>3;4=>7
578;BORDERLINE;4=>3;4=>7
834;SAFE;4=>3;4=>7
579;RARE;4=>3;4=>7
583;BORDERLINE;4=>3;4=>7
328;SAFE;4=>3;4=>7
586;BORDERLINE;4=>3;4=>7
331;SAFE;4=>3;4=>7
846;SAFE;4=>3;4=>7
338;SAFE;4=>3;4=>7
597;SAFE;4=>3;4=>7
87;SAFE;4=>3;4=>7
599;SAFE;4=>3;4=>7
856;SAFE;4=>3;4=>7
602;SAFE;4=>3;4=>7
91;SAFE;4=>3;4=>7
603;BORDERLINE;4=>3;4=>7
860;SAFE;4=>3;4=>7
862;RARE;4=>3;4=>7
863;SAFE;4=>3;4=>7
352;BORDERLINE;4=>3;4=>7
611;BORDERLINE;4=>3;4=>7
100;SAFE;4=>3;4=>7
868;SAFE;4=>3;4=>7
106;SAFE;4=>3;4=>7
875;BORDERLINE;4=>3;4=>7
877;SAFE;4=>3;4=>7
366;SAFE;4=>3;4=>7
111;SAFE;4=>3;4=>7
623;SAFE;4=>3;4=>7
882;BORDERLINE;4=>3;4=>7
371;SAFE;4=>3;4=>7
372;BORDERLINE;4=>3;4=>7
887;SAFE;4=>3;4=>7
121;BORDERLINE;4=>3;4=>7
635;SAFE;4=>3;4=>7
891;BORDERLINE;4=>3;4=>7
124;BORDERLINE;4=>3;4=>7
380;SAFE;4=>3;4=>7
639;SAFE;4=>3;4=>7
640;SAFE;4=>3;4=>7
896;SAFE;4=>3;4=>7
385;BORDERLINE;4=>3;4=>7
898;SAFE;4=>3;4=>7
647;SAFE;4=>3;4=>7
136;SAFE;4=>3;4=>7
906;SAFE;4=>3;4=>7
139;SAFE;4=>3;4=>7
651;BORDERLINE;4=>3;4=>7
140;OUTLIER;4=>3;4=>7
654;SAFE;4=>3;4=>7
144;OUTLIER;4=>3;4=>7
657;SAFE;4=>3;4=>7
660;SAFE;4=>3;4=>7
661;SAFE;4=>3;4=>7
917;SAFE;4=>3;4=>7
663;SAFE;4=>3;4=>7
154;SAFE;4=>3;4=>7
155;SAFE;4=>3;4=>7
411;SAFE;4=>3;4=>7
158;BORDERLINE;4=>3;4=>7
414;SAFE;4=>3;4=>7
671;SAFE;4=>3;4=>7
929;BORDERLINE;4=>3;4=>7
674;SAFE;4=>3;4=>7
930;SAFE;4=>3;4=>7
419;SAFE;4=>3;4=>7
931;SAFE;4=>3;4=>7
676;SAFE;4=>3;4=>7
679;SAFE;4=>3;4=>7
680;SAFE;4=>3;4=>7
682;SAFE;4=>3;4=>7
171;BORDERLINE;4=>3;4=>7
683;BORDERLINE;4=>3;4=>7
684;SAFE;4=>3;4=>7
941;BORDERLINE;4=>3;4=>7
943;SAFE;4=>3;4=>7
176;SAFE;4=>3;4=>7
434;SAFE;4=>3;4=>7
690;SAFE;4=>3;4=>7
946;SAFE;4=>3;4=>7
182;BORDERLINE;4=>3;4=>7
954;SAFE;4=>3;4=>7
444;SAFE;4=>3;4=>7
446;SAFE;4=>3;4=>7
702;BORDERLINE;4=>3;4=>7
958;SAFE;4=>3;4=>7
447;SAFE;4=>3;4=>7
192;SAFE;4=>3;4=>7
704;SAFE;4=>3;4=>7
451;SAFE;4=>3;4=>7
963;BORDERLINE;4=>3;4=>7
196;SAFE;4=>3;4=>7
452;SAFE;4=>3;4=>7
964;BORDERLINE;4=>3;4=>7
968;OUTLIER;4=>3;4=>7
457;SAFE;4=>3;4=>7
972;RARE;4=>3;4=>7
205;SAFE;4=>3;4=>7
717;BORDERLINE;4=>3;4=>7
718;RARE;4=>3;4=>7
209;SAFE;4=>3;4=>7
978;SAFE;4=>3;4=>7
979;SAFE;4=>3;4=>7
212;OUTLIER;4=>3;4=>7
726;SAFE;4=>3;4=>7
983;SAFE;4=>3;4=>7
473;BORDERLINE;4=>3;4=>7
985;SAFE;4=>3;4=>7
986;SAFE;4=>3;4=>7
475;SAFE;4=>3;4=>7
988;SAFE;4=>3;4=>7
989;SAFE;4=>3;4=>7
734;SAFE;4=>3;4=>7
736;SAFE;4=>3;4=>7
225;SAFE;4=>3;4=>7
994;SAFE;4=>3;4=>7
483;SAFE;4=>3;4=>7
228;SAFE;4=>3;4=>7
484;SAFE;4=>3;4=>7
996;SAFE;4=>3;4=>7
997;SAFE;4=>3;4=>7
746;SAFE;4=>3;4=>7
491;SAFE;4=>3;4=>7
236;SAFE;4=>3;4=>7
749;SAFE;4=>3;4=>7
496;SAFE;4=>3;4=>7
497;SAFE;4=>3;4=>7
756;SAFE;4=>3;4=>7
758;SAFE;4=>3;4=>7
504;SAFE;4=>3;4=>7
249;SAFE;4=>3;4=>7
506;SAFE;4=>3;4=>7
764;SAFE;4=>3;4=>7
256;BORDERLINE;4=>3;4=>2
513;SAFE;4=>3;4=>2
514;BORDERLINE;4=>3;4=>2
259;SAFE;4=>3;4=>2
515;SAFE;4=>3;4=>2
517;SAFE;4=>3;4=>2
7;RARE;4=>3;4=>2
8;BORDERLINE;4=>3;4=>2
265;BORDERLINE;4=>3;4=>2
780;BORDERLINE;4=>3;4=>2
781;BORDERLINE;4=>3;4=>2
527;SAFE;4=>3;4=>2
272;BORDERLINE;4=>3;4=>2
17;BORDERLINE;4=>3;4=>2
785;RARE;4=>3;4=>2
19;BORDERLINE;4=>3;4=>2
531;SAFE;4=>3;4=>2
787;BORDERLINE;4=>3;4=>2
532;SAFE;4=>3;4=>2
789;BORDERLINE;4=>3;4=>2
534;BORDERLINE;4=>3;4=>2
790;RARE;4=>3;4=>2
794;BORDERLINE;4=>3;4=>2
283;BORDERLINE;4=>3;4=>2
284;OUTLIER;4=>3;4=>2
285;BORDERLINE;4=>3;4=>2
541;BORDERLINE;4=>3;4=>2
544;BORDERLINE;4=>3;4=>2
800;SAFE;4=>3;4=>2
35;BORDERLINE;4=>3;4=>2
36;BORDERLINE;4=>3;4=>2
296;SAFE;4=>3;4=>2
42;BORDERLINE;4=>3;4=>2
44;SAFE;4=>3;4=>2
301;SAFE;4=>3;4=>2
47;BORDERLINE;4=>3;4=>2
49;BORDERLINE;4=>3;4=>2
50;BORDERLINE;4=>3;4=>2
306;SAFE;4=>3;4=>2
53;BORDERLINE;4=>3;4=>2
54;BORDERLINE;4=>3;4=>2
566;BORDERLINE;4=>3;4=>2
56;RARE;4=>3;4=>2
825;BORDERLINE;4=>3;4=>2
570;BORDERLINE;4=>3;4=>2
832;RARE;4=>3;4=>2
65;RARE;4=>3;4=>2
322;SAFE;4=>3;4=>2
578;BORDERLINE;4=>3;4=>2
834;BORDERLINE;4=>3;4=>2
579;BORDERLINE;4=>3;4=>2
583;SAFE;4=>3;4=>2
328;SAFE;4=>3;4=>2
586;SAFE;4=>3;4=>2
331;BORDERLINE;4=>3;4=>2
846;BORDERLINE;4=>3;4=>2
338;BORDERLINE;4=>3;4=>2
