index;type;minority_decision;majority_decision
484;OUTLIER;11=>2;11=>3
485;OUTLIER;11=>2;11=>3
486;OUTLIER;11=>2;11=>3
487;OUTLIER;11=>2;11=>3
488;OUTLIER;11=>2;11=>3
489;OUTLIER;11=>2;11=>3
490;OUTLIER;11=>2;11=>3
491;OUTLIER;11=>2;11=>3
492;OUTLIER;11=>2;11=>3
493;OUTLIER;11=>2;11=>3
494;OUTLIER;11=>2;11=>3
495;OUTLIER;11=>2;11=>3
496;OUTLIER;11=>2;11=>3
497;OUTLIER;11=>2;11=>3
498;OUTLIER;11=>2;11=>3
499;OUTLIER;11=>2;11=>3
500;OUTLIER;11=>2;11=>3
501;OUTLIER;11=>2;11=>3
502;OUTLIER;11=>2;11=>3
503;OUTLIER;11=>2;11=>3
504;OUTLIER;11=>2;11=>3
505;OUTLIER;11=>2;11=>3
506;OUTLIER;11=>2;11=>3
507;OUTLIER;11=>2;11=>3
508;OUTLIER;11=>2;11=>3
509;OUTLIER;11=>2;11=>3
510;OUTLIER;11=>2;11=>3
511;OUTLIER;11=>2;11=>3
512;OUTLIER;11=>2;11=>3
513;OUTLIER;11=>2;11=>3
514;OUTLIER;11=>2;11=>3
515;OUTLIER;11=>2;11=>3
516;OUTLIER;11=>2;11=>3
517;OUTLIER;11=>2;11=>3
518;OUTLIER;11=>2;11=>3
519;OUTLIER;11=>2;11=>3
520;OUTLIER;11=>2;11=>3
521;OUTLIER;11=>2;11=>3
522;OUTLIER;11=>2;11=>3
523;OUTLIER;11=>2;11=>3
524;OUTLIER;11=>2;11=>3
525;OUTLIER;11=>2;11=>3
526;OUTLIER;11=>2;11=>3
527;OUTLIER;11=>2;11=>3
528;OUTLIER;11=>2;11=>3
529;OUTLIER;11=>2;11=>3
530;OUTLIER;11=>2;11=>3
531;OUTLIER;11=>2;11=>3
532;OUTLIER;11=>2;11=>3
533;OUTLIER;11=>2;11=>3
534;OUTLIER;11=>2;11=>3
535;OUTLIER;11=>2;11=>3
536;OUTLIER;11=>2;11=>3
537;OUTLIER;11=>2;11=>3
538;OUTLIER;11=>2;11=>3
539;OUTLIER;11=>2;11=>3
540;OUTLIER;11=>2;11=>3
541;OUTLIER;11=>2;11=>3
542;OUTLIER;11=>2;11=>3
543;OUTLIER;11=>2;11=>3
544;OUTLIER;11=>2;11=>3
545;OUTLIER;11=>2;11=>3
546;OUTLIER;11=>2;11=>3
547;OUTLIER;11=>2;11=>3
548;OUTLIER;11=>2;11=>3
549;OUTLIER;11=>2;11=>3
550;OUTLIER;11=>2;11=>3
551;OUTLIER;11=>2;11=>3
552;OUTLIER;11=>2;11=>3
553;OUTLIER;11=>2;11=>3
554;OUTLIER;11=>2;11=>3
555;OUTLIER;11=>2;11=>3
556;OUTLIER;11=>2;11=>3
557;OUTLIER;11=>2;11=>3
558;OUTLIER;11=>2;11=>3
559;OUTLIER;11=>2;11=>3
560;OUTLIER;11=>2;11=>3
561;OUTLIER;11=>2;11=>3
562;OUTLIER;11=>2;11=>3
563;OUTLIER;11=>2;11=>3
564;OUTLIER;11=>2;11=>3
565;OUTLIER;11=>2;11=>3
566;OUTLIER;11=>2;11=>3
567;OUTLIER;11=>2;11=>3
568;OUTLIER;11=>2;11=>3
569;OUTLIER;11=>2;11=>3
570;OUTLIER;11=>2;11=>3
571;OUTLIER;11=>2;11=>3
572;OUTLIER;11=>2;11=>3
573;OUTLIER;11=>2;11=>3
574;OUTLIER;11=>2;11=>3
575;OUTLIER;11=>2;11=>3
576;OUTLIER;11=>2;11=>3
577;OUTLIER;11=>2;11=>3
578;OUTLIER;11=>2;11=>3
579;OUTLIER;11=>2;11=>3
580;OUTLIER;11=>2;11=>3
581;OUTLIER;11=>2;11=>3
582;OUTLIER;11=>2;11=>3
583;OUTLIER;11=>2;11=>3
584;OUTLIER;11=>2;11=>3
585;OUTLIER;11=>2;11=>3
586;OUTLIER;11=>2;11=>3
587;OUTLIER;11=>2;11=>3
588;OUTLIER;11=>2;11=>3
589;OUTLIER;11=>2;11=>3
590;OUTLIER;11=>2;11=>3
591;OUTLIER;11=>2;11=>3
592;OUTLIER;11=>2;11=>3
593;OUTLIER;11=>2;11=>3
594;OUTLIER;11=>2;11=>3
595;OUTLIER;11=>2;11=>3
596;SAFE;11=>2;11=>3
597;SAFE;11=>2;11=>3
598;SAFE;11=>2;11=>3
599;SAFE;11=>2;11=>3
600;SAFE;11=>2;11=>3
601;SAFE;11=>2;11=>3
602;SAFE;11=>2;11=>3
603;SAFE;11=>2;11=>3
604;SAFE;11=>2;11=>3
605;SAFE;11=>2;11=>3
606;SAFE;11=>2;11=>3
607;SAFE;11=>2;11=>3
608;SAFE;11=>2;11=>3
609;SAFE;11=>2;11=>3
610;SAFE;11=>2;11=>3
611;SAFE;11=>2;11=>3
612;SAFE;11=>2;11=>3
613;SAFE;11=>2;11=>3
614;SAFE;11=>2;11=>3
615;SAFE;11=>2;11=>3
616;SAFE;11=>2;11=>3
617;SAFE;11=>2;11=>3
618;SAFE;11=>2;11=>3
619;OUTLIER;11=>2;11=>3
620;SAFE;11=>2;11=>3
621;SAFE;11=>2;11=>3
622;SAFE;11=>2;11=>3
623;SAFE;11=>2;11=>3
624;SAFE;11=>2;11=>3
625;SAFE;11=>2;11=>3
626;OUTLIER;11=>2;11=>3
627;SAFE;11=>2;11=>3
628;SAFE;11=>2;11=>3
629;SAFE;11=>2;11=>3
630;SAFE;11=>2;11=>3
631;SAFE;11=>2;11=>3
632;SAFE;11=>2;11=>3
633;SAFE;11=>2;11=>3
634;SAFE;11=>2;11=>3
635;SAFE;11=>2;11=>3
636;SAFE;11=>2;11=>3
637;SAFE;11=>2;11=>3
638;SAFE;11=>2;11=>3
639;SAFE;11=>2;11=>3
640;SAFE;11=>2;11=>3
641;SAFE;11=>2;11=>3
642;SAFE;11=>2;11=>3
643;SAFE;11=>2;11=>3
644;SAFE;11=>2;11=>3
645;SAFE;11=>2;11=>3
646;SAFE;11=>2;11=>3
647;SAFE;11=>2;11=>3
648;SAFE;11=>2;11=>3
649;SAFE;11=>2;11=>3
650;OUTLIER;11=>2;11=>3
651;SAFE;11=>2;11=>3
652;SAFE;11=>2;11=>3
653;SAFE;11=>2;11=>3
654;SAFE;11=>2;11=>3
655;SAFE;11=>2;11=>3
656;SAFE;11=>2;11=>3
657;SAFE;11=>2;11=>3
658;SAFE;11=>2;11=>3
659;SAFE;11=>2;11=>3
660;SAFE;11=>2;11=>3
661;SAFE;11=>2;11=>3
662;SAFE;11=>2;11=>3
663;SAFE;11=>2;11=>3
664;SAFE;11=>2;11=>3
665;SAFE;11=>2;11=>3
666;SAFE;11=>2;11=>3
667;SAFE;11=>2;11=>3
668;OUTLIER;11=>2;11=>3
669;OUTLIER;11=>2;11=>3
670;SAFE;11=>2;11=>3
671;SAFE;11=>2;11=>3
672;SAFE;11=>2;11=>3
673;SAFE;11=>2;11=>3
674;SAFE;11=>2;11=>3
675;SAFE;11=>2;11=>3
676;SAFE;11=>2;11=>3
677;SAFE;11=>2;11=>3
678;SAFE;11=>2;11=>3
679;SAFE;11=>2;11=>3
680;SAFE;11=>2;11=>3
681;SAFE;11=>2;11=>3
682;SAFE;11=>2;11=>3
683;OUTLIER;11=>2;11=>3
684;SAFE;11=>2;11=>3
685;SAFE;11=>2;11=>3
686;SAFE;11=>2;11=>3
687;SAFE;11=>2;11=>3
688;SAFE;11=>2;11=>3
689;SAFE;11=>2;11=>3
690;SAFE;11=>2;11=>3
691;SAFE;11=>2;11=>3
692;SAFE;11=>2;11=>3
693;SAFE;11=>2;11=>3
694;SAFE;11=>2;11=>3
695;SAFE;11=>2;11=>3
696;SAFE;11=>2;11=>3
697;SAFE;11=>2;11=>3
698;SAFE;11=>2;11=>3
699;SAFE;11=>2;11=>3
700;SAFE;11=>2;11=>3
701;SAFE;11=>2;11=>3
702;SAFE;11=>2;11=>3
703;SAFE;11=>2;11=>3
704;SAFE;11=>2;11=>3
705;SAFE;11=>2;11=>3
706;SAFE;11=>2;11=>3
707;SAFE;11=>2;11=>3
708;SAFE;11=>2;11=>3
709;SAFE;11=>2;11=>3
710;SAFE;11=>2;11=>3
711;SAFE;11=>2;11=>3
712;SAFE;11=>2;11=>3
713;SAFE;11=>2;11=>3
714;OUTLIER;11=>2;11=>3
715;SAFE;11=>2;11=>3
716;SAFE;11=>2;11=>3
717;SAFE;11=>2;11=>3
718;SAFE;11=>2;11=>3
719;SAFE;11=>2;11=>3
720;SAFE;11=>2;11=>3
721;SAFE;11=>2;11=>3
722;SAFE;11=>2;11=>3
723;SAFE;11=>2;11=>3
724;SAFE;11=>2;11=>3
725;OUTLIER;11=>2;11=>3
726;SAFE;11=>2;11=>3
727;SAFE;11=>2;11=>3
728;SAFE;11=>2;11=>3
729;OUTLIER;11=>2;11=>3
730;SAFE;11=>2;11=>3
731;SAFE;11=>2;11=>3
732;SAFE;11=>2;11=>3
733;SAFE;11=>2;11=>3
734;SAFE;11=>2;11=>3
735;SAFE;11=>2;11=>3
736;SAFE;11=>2;11=>3
737;SAFE;11=>2;11=>3
738;SAFE;11=>2;11=>3
739;SAFE;11=>2;11=>3
740;SAFE;11=>2;11=>3
741;SAFE;11=>2;11=>3
742;SAFE;11=>2;11=>3
743;SAFE;11=>2;11=>3
744;SAFE;11=>2;11=>3
745;SAFE;11=>2;11=>3
746;SAFE;11=>2;11=>3
747;SAFE;11=>2;11=>3
748;SAFE;11=>2;11=>3
749;SAFE;11=>2;11=>3
750;SAFE;11=>2;11=>3
751;SAFE;11=>2;11=>3
752;SAFE;11=>2;11=>3
753;SAFE;11=>2;11=>3
754;SAFE;11=>2;11=>3
755;SAFE;11=>2;11=>3
756;SAFE;11=>2;11=>3
757;SAFE;11=>2;11=>3
758;SAFE;11=>2;11=>3
759;SAFE;11=>2;11=>3
760;SAFE;11=>2;11=>3
761;SAFE;11=>2;11=>3
762;SAFE;11=>2;11=>3
763;SAFE;11=>2;11=>3
764;SAFE;11=>2;11=>3
765;SAFE;11=>2;11=>3
766;SAFE;11=>2;11=>3
767;SAFE;11=>2;11=>3
768;SAFE;11=>2;11=>3
769;SAFE;11=>2;11=>3
770;SAFE;11=>2;11=>3
771;SAFE;11=>2;11=>3
772;OUTLIER;11=>2;11=>3
773;SAFE;11=>2;11=>3
774;SAFE;11=>2;11=>3
775;SAFE;11=>2;11=>3
776;SAFE;11=>2;11=>3
777;SAFE;11=>2;11=>3
778;SAFE;11=>2;11=>3
779;SAFE;11=>2;11=>3
780;SAFE;11=>2;11=>3
781;SAFE;11=>2;11=>3
782;SAFE;11=>2;11=>3
783;SAFE;11=>2;11=>3
784;SAFE;11=>2;11=>3
785;SAFE;11=>2;11=>3
786;SAFE;11=>2;11=>3
787;SAFE;11=>2;11=>3
788;SAFE;11=>2;11=>3
789;SAFE;11=>2;11=>3
790;SAFE;11=>2;11=>3
791;SAFE;11=>2;11=>3
792;SAFE;11=>2;11=>3
793;SAFE;11=>2;11=>3
794;SAFE;11=>2;11=>3
795;SAFE;11=>2;11=>3
796;SAFE;11=>2;11=>3
797;SAFE;11=>2;11=>3
798;SAFE;11=>2;11=>3
799;SAFE;11=>2;11=>3
800;SAFE;11=>2;11=>3
801;SAFE;11=>2;11=>3
802;SAFE;11=>2;11=>3
803;SAFE;11=>2;11=>3
804;SAFE;11=>2;11=>3
805;SAFE;11=>2;11=>3
806;BORDERLINE;11=>2;11=>3
807;BORDERLINE;11=>2;11=>3
808;SAFE;11=>2;11=>3
809;BORDERLINE;11=>2;11=>3
0;SAFE;11=>1;11=>2
512;SAFE;11=>1;11=>2
1;SAFE;11=>1;11=>2
513;SAFE;11=>1;11=>2
2;SAFE;11=>1;11=>2
514;SAFE;11=>1;11=>2
3;SAFE;11=>1;11=>2
515;SAFE;11=>1;11=>2
4;SAFE;11=>1;11=>2
516;SAFE;11=>1;11=>2
5;SAFE;11=>1;11=>2
517;SAFE;11=>1;11=>2
6;SAFE;11=>1;11=>2
518;SAFE;11=>1;11=>2
7;SAFE;11=>1;11=>2
519;SAFE;11=>1;11=>2
8;SAFE;11=>1;11=>2
520;SAFE;11=>1;11=>2
9;SAFE;11=>1;11=>2
521;SAFE;11=>1;11=>2
10;SAFE;11=>1;11=>2
522;SAFE;11=>1;11=>2
11;OUTLIER;11=>1;11=>2
523;SAFE;11=>1;11=>2
12;SAFE;11=>1;11=>2
524;SAFE;11=>1;11=>2
13;SAFE;11=>1;11=>2
525;SAFE;11=>1;11=>2
14;SAFE;11=>1;11=>2
526;SAFE;11=>1;11=>2
15;SAFE;11=>1;11=>2
527;SAFE;11=>1;11=>2
16;SAFE;11=>1;11=>2
528;SAFE;11=>1;11=>2
17;SAFE;11=>1;11=>2
529;SAFE;11=>1;11=>2
18;SAFE;11=>1;11=>2
530;SAFE;11=>1;11=>2
19;SAFE;11=>1;11=>2
531;SAFE;11=>1;11=>2
20;SAFE;11=>1;11=>2
532;SAFE;11=>1;11=>2
21;SAFE;11=>1;11=>2
533;SAFE;11=>1;11=>2
22;SAFE;11=>1;11=>2
534;SAFE;11=>1;11=>2
23;SAFE;11=>1;11=>2
535;SAFE;11=>1;11=>2
24;SAFE;11=>1;11=>2
536;SAFE;11=>1;11=>2
25;SAFE;11=>1;11=>2
537;SAFE;11=>1;11=>2
26;SAFE;11=>1;11=>2
538;SAFE;11=>1;11=>2
27;SAFE;11=>1;11=>2
539;SAFE;11=>1;11=>2
28;SAFE;11=>1;11=>2
540;SAFE;11=>1;11=>2
29;SAFE;11=>1;11=>2
541;SAFE;11=>1;11=>2
30;SAFE;11=>1;11=>2
542;OUTLIER;11=>1;11=>2
31;SAFE;11=>1;11=>2
543;SAFE;11=>1;11=>2
32;SAFE;11=>1;11=>2
544;SAFE;11=>1;11=>2
33;SAFE;11=>1;11=>2
545;SAFE;11=>1;11=>2
34;SAFE;11=>1;11=>2
546;SAFE;11=>1;11=>2
35;SAFE;11=>1;11=>2
547;SAFE;11=>1;11=>2
36;SAFE;11=>1;11=>2
548;SAFE;11=>1;11=>2
37;SAFE;11=>1;11=>2
549;SAFE;11=>1;11=>2
38;SAFE;11=>1;11=>2
550;SAFE;11=>1;11=>2
39;SAFE;11=>1;11=>2
551;SAFE;11=>1;11=>2
40;SAFE;11=>1;11=>2
552;SAFE;11=>1;11=>2
41;SAFE;11=>1;11=>2
553;SAFE;11=>1;11=>2
42;SAFE;11=>1;11=>2
554;SAFE;11=>1;11=>2
43;SAFE;11=>1;11=>2
555;SAFE;11=>1;11=>2
44;SAFE;11=>1;11=>2
556;SAFE;11=>1;11=>2
45;SAFE;11=>1;11=>2
557;SAFE;11=>1;11=>2
46;SAFE;11=>1;11=>2
558;SAFE;11=>1;11=>2
47;SAFE;11=>1;11=>2
559;SAFE;11=>1;11=>2
48;SAFE;11=>1;11=>2
560;SAFE;11=>1;11=>2
49;SAFE;11=>1;11=>2
561;SAFE;11=>1;11=>2
50;SAFE;11=>1;11=>2
562;SAFE;11=>1;11=>2
51;SAFE;11=>1;11=>2
563;OUTLIER;11=>1;11=>2
52;SAFE;11=>1;11=>2
564;SAFE;11=>1;11=>2
53;SAFE;11=>1;11=>2
565;SAFE;11=>1;11=>2
54;SAFE;11=>1;11=>2
566;SAFE;11=>1;11=>2
55;SAFE;11=>1;11=>2
567;SAFE;11=>1;11=>2
56;SAFE;11=>1;11=>2
568;SAFE;11=>1;11=>2
57;SAFE;11=>1;11=>2
569;SAFE;11=>1;11=>2
58;SAFE;11=>1;11=>2
570;SAFE;11=>1;11=>2
59;SAFE;11=>1;11=>2
571;SAFE;11=>1;11=>2
60;SAFE;11=>1;11=>2
572;SAFE;11=>1;11=>2
61;SAFE;11=>1;11=>2
573;SAFE;11=>1;11=>2
62;SAFE;11=>1;11=>2
574;SAFE;11=>1;11=>2
63;SAFE;11=>1;11=>2
575;SAFE;11=>1;11=>2
64;SAFE;11=>1;11=>2
576;SAFE;11=>1;11=>2
65;SAFE;11=>1;11=>2
577;SAFE;11=>1;11=>2
66;SAFE;11=>1;11=>2
578;SAFE;11=>1;11=>2
67;SAFE;11=>1;11=>2
579;SAFE;11=>1;11=>2
68;SAFE;11=>1;11=>2
580;SAFE;11=>1;11=>2
69;SAFE;11=>1;11=>2
581;SAFE;11=>1;11=>2
70;SAFE;11=>1;11=>2
582;SAFE;11=>1;11=>2
71;SAFE;11=>1;11=>2
583;SAFE;11=>1;11=>2
72;SAFE;11=>1;11=>2
584;SAFE;11=>1;11=>2
73;SAFE;11=>1;11=>2
585;SAFE;11=>1;11=>2
74;OUTLIER;11=>1;11=>2
586;OUTLIER;11=>1;11=>2
75;SAFE;11=>1;11=>2
587;SAFE;11=>1;11=>2
76;SAFE;11=>1;11=>2
588;SAFE;11=>1;11=>2
77;SAFE;11=>1;11=>2
589;SAFE;11=>1;11=>2
78;SAFE;11=>1;11=>2
590;SAFE;11=>1;11=>2
79;SAFE;11=>1;11=>2
591;SAFE;11=>1;11=>2
80;BORDERLINE;11=>1;11=>2
592;SAFE;11=>1;11=>2
81;SAFE;11=>1;11=>2
593;SAFE;11=>1;11=>2
82;BORDERLINE;11=>1;11=>2
594;SAFE;11=>1;11=>2
83;BORDERLINE;11=>1;11=>2
595;SAFE;11=>1;11=>2
84;BORDERLINE;11=>1;11=>2
596;BORDERLINE;11=>1;11=>2
85;BORDERLINE;11=>1;11=>2
597;BORDERLINE;11=>1;11=>2
598;BORDERLINE;11=>1;11=>2
599;BORDERLINE;11=>1;11=>2
600;BORDERLINE;11=>1;11=>2
601;BORDERLINE;11=>1;11=>2
602;BORDERLINE;11=>1;11=>2
446;SAFE;11=>1;11=>2
447;SAFE;11=>1;11=>2
448;OUTLIER;11=>1;11=>2
449;SAFE;11=>1;11=>2
450;SAFE;11=>1;11=>2
451;SAFE;11=>1;11=>2
452;SAFE;11=>1;11=>2
453;SAFE;11=>1;11=>2
454;SAFE;11=>1;11=>2
455;SAFE;11=>1;11=>2
456;SAFE;11=>1;11=>2
457;SAFE;11=>1;11=>2
458;SAFE;11=>1;11=>2
459;SAFE;11=>1;11=>2
460;SAFE;11=>1;11=>2
461;SAFE;11=>1;11=>2
462;OUTLIER;11=>1;11=>2
463;SAFE;11=>1;11=>2
464;SAFE;11=>1;11=>2
465;SAFE;11=>1;11=>2
466;SAFE;11=>1;11=>2
467;SAFE;11=>1;11=>2
468;SAFE;11=>1;11=>2
469;SAFE;11=>1;11=>2
470;SAFE;11=>1;11=>2
471;SAFE;11=>1;11=>2
472;SAFE;11=>1;11=>2
473;SAFE;11=>1;11=>2
474;SAFE;11=>1;11=>2
475;SAFE;11=>1;11=>2
476;SAFE;11=>1;11=>2
477;SAFE;11=>1;11=>2
478;SAFE;11=>1;11=>2
479;SAFE;11=>1;11=>2
480;SAFE;11=>1;11=>2
481;OUTLIER;11=>1;11=>2
482;OUTLIER;11=>1;11=>2
483;SAFE;11=>1;11=>2
484;SAFE;11=>1;11=>2
485;SAFE;11=>1;11=>2
486;SAFE;11=>1;11=>2
487;SAFE;11=>1;11=>2
488;SAFE;11=>1;11=>2
489;SAFE;11=>1;11=>2
490;SAFE;11=>1;11=>2
491;SAFE;11=>1;11=>2
492;SAFE;11=>1;11=>2
493;SAFE;11=>1;11=>2
494;SAFE;11=>1;11=>2
495;SAFE;11=>1;11=>2
496;SAFE;11=>1;11=>2
497;SAFE;11=>1;11=>2
498;SAFE;11=>1;11=>2
499;SAFE;11=>1;11=>2
500;SAFE;11=>1;11=>2
501;SAFE;11=>1;11=>2
502;SAFE;11=>1;11=>2
503;SAFE;11=>1;11=>2
504;SAFE;11=>1;11=>2
505;SAFE;11=>1;11=>2
506;SAFE;11=>1;11=>2
507;SAFE;11=>1;11=>2
508;SAFE;11=>1;11=>2
509;OUTLIER;11=>1;11=>2
510;SAFE;11=>1;11=>2
511;SAFE;11=>1;11=>2
